Number of Hotels,,Comment_Text,Name,Rating,Positive Polarity Scores,Negative Polarity Scores,Neutral Polarity Scores,CompoundPolarityScores
841,40,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
842,41,no sun tv,Hotel Hotel Grand Pacific (SG Clean),6,0,0.524,0.476,-0.296
843,42,Poor,Hotel Hotel Grand Pacific (SG Clean),3,0,1,0,-0.4767
844,43,Fair,Hotel Hotel Grand Pacific (SG Clean),5,1,0,0,0.3182
845,44,Wonderful,Hotel Hotel Grand Pacific (SG Clean),9,1,0,0,0.5719
846,45,Good,Hotel Hotel Grand Pacific (SG Clean),7,1,0,0,0.4404
847,46,Fair,Hotel Hotel Grand Pacific (SG Clean),5,1,0,0,0.3182
848,47,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
849,48,Wonderful,Hotel Hotel Grand Pacific (SG Clean),9,1,0,0,0.5719
850,49,"Overall I would say it is a reasonably good stay. I like the close proximity to food venues, shopping areas and the easy",Hotel Hotel Grand Pacific (SG Clean),7,0.328,0,0.672,0.8074
851,50,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
852,51,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
853,52,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
854,53,Disappointing,Hotel Hotel Grand Pacific (SG Clean),4,0,1,0,-0.4939
855,54,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
856,55,the room was spacious and clean . front desk staffs were very helpful and friendly. worth the money,Hotel Hotel Grand Pacific (SG Clean),10,0.462,0,0.538,0.8795
857,56,Nearby Bugis shopping center.,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
858,57,Wonderful,Hotel Hotel Grand Pacific (SG Clean),9,1,0,0,0.5719
859,58,Couldn't ask for more.,Hotel Hotel Grand Pacific (SG Clean),8,0,0,1,0
860,59,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
861,60,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
862,61,out of 10 i will give it a 7,Hotel Hotel Grand Pacific (SG Clean),7,0,0,1,0
863,62,Wonderful,Hotel Hotel Grand Pacific (SG Clean),9,1,0,0,0.5719
864,63,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
865,64,Returned tourists find this Hotel perfect for a city stay!,Hotel Hotel Grand Pacific (SG Clean),9,0.333,0,0.667,0.6114
866,65,Wonderful,Hotel Hotel Grand Pacific (SG Clean),9,1,0,0,0.5719
867,66,quite disappointed. room condition very old.,Hotel Hotel Grand Pacific (SG Clean),2,0,0.404,0.596,-0.5256
868,67,My. It was easy to get around and the hotel staff were verd,Hotel Hotel Grand Pacific (SG Clean),8,0.195,0,0.805,0.4404
869,68,Wonderful,Hotel Hotel Grand Pacific (SG Clean),9.2,1,0,0,0.5719
870,69,Disappointed in Singapore,Hotel Hotel Grand Pacific (SG Clean),4.6,0,0.608,0.392,-0.4767
871,70,Good,Hotel Hotel Grand Pacific (SG Clean),7.5,1,0,0,0.4404
872,71,A perfect break from backpackers hostels,Hotel Hotel Grand Pacific (SG Clean),10,0.481,0,0.519,0.5719
873,72,Good,Hotel Hotel Grand Pacific (SG Clean),7,1,0,0,0.4404
874,73,Very Poor,Hotel Hotel Grand Pacific (SG Clean),2,0,0.772,0.228,-0.5256
875,74,Fair,Hotel Hotel Grand Pacific (SG Clean),5,1,0,0,0.3182
876,75,The value of room rate is so expensive and down grade hotel compare to other hotels.,Hotel Hotel Grand Pacific (SG Clean),4,0.138,0,0.862,0.34
877,76,"Excellent location, comfortable room. Bad booking experience & housekeeping needs improving",Hotel Hotel Grand Pacific (SG Clean),7,0.508,0.181,0.311,0.743
878,77,"Convenient location, modern hotel friendly staff, easy stay, relaxing.",Hotel Hotel Grand Pacific (SG Clean),9,0.608,0,0.392,0.8519
879,78,Excellent,Hotel Hotel Grand Pacific (SG Clean),8.8,1,0,0,0.5719
880,79,Good,Hotel Hotel Grand Pacific (SG Clean),7,1,0,0,0.4404
881,80,Good,Hotel Hotel Grand Pacific (SG Clean),7,1,0,0,0.4404
882,81,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
883,82,Fair,Hotel Hotel Grand Pacific (SG Clean),5,1,0,0,0.3182
884,83,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
885,84,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
886,85,...,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
887,86,Fair,Hotel Hotel Grand Pacific (SG Clean),5,1,0,0,0.3182
888,87,Pleasant,Hotel Hotel Grand Pacific (SG Clean),6,1,0,0,0.5106
889,88,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
890,89,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
891,90,It still comfortable,Hotel Hotel Grand Pacific (SG Clean),6,0.623,0,0.377,0.5106
892,91,Excellent except for hiccup with final bill,Hotel Hotel Grand Pacific (SG Clean),8,0.381,0,0.619,0.5719
893,92,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
894,93,Fair,Hotel Hotel Grand Pacific (SG Clean),5.4,1,0,0,0.3182
895,94,Good,Hotel Hotel Grand Pacific (SG Clean),7.1,1,0,0,0.4404
896,95,You do not get value for money from here.,Hotel Hotel Grand Pacific (SG Clean),3,0,0.203,0.797,-0.2584
897,96,Good,Hotel Hotel Grand Pacific (SG Clean),7,1,0,0,0.4404
898,97,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
899,98,Wonderful,Hotel Hotel Grand Pacific (SG Clean),9,1,0,0,0.5719
900,99,The room is spacious and clean.,Hotel Hotel Grand Pacific (SG Clean),8.3,0.351,0,0.649,0.4019
901,0,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
902,1,Pleasant,Hotel V Hotel Lavender - SG Clean,6,1,0,0,0.5106
903,2,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
904,3,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
905,4,Pleasant,Hotel V Hotel Lavender - SG Clean,6,1,0,0,0.5106
906,5,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
907,6,Wonderful,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.5719
908,7,perfect location!!!,Hotel V Hotel Lavender - SG Clean,10,0.821,0,0.179,0.6784
909,8,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
910,9,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
911,10,Poor,Hotel V Hotel Lavender - SG Clean,3,0,1,0,-0.4767
912,11,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
913,12,"Nice, comfy and quiet",Hotel V Hotel Lavender - SG Clean,10,0.483,0,0.517,0.4215
914,13,still as good as before,Hotel V Hotel Lavender - SG Clean,10,0.42,0,0.58,0.4404
915,14,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
916,15,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
917,16,It was great time.,Hotel V Hotel Lavender - SG Clean,8,0.577,0,0.423,0.6249
918,17,Wonderful,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.5719
919,18,Disappointing,Hotel V Hotel Lavender - SG Clean,4,0,1,0,-0.4939
920,19,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
921,20,Wonderful,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.5719
922,21,Pleasant,Hotel V Hotel Lavender - SG Clean,6,1,0,0,0.5106
923,22,Poor,Hotel V Hotel Lavender - SG Clean,3,0,1,0,-0.4767
924,23,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
925,24,Worst experience with bad staff.,Hotel V Hotel Lavender - SG Clean,1,0,0.717,0.283,-0.8225
926,25,Pleasant,Hotel V Hotel Lavender - SG Clean,6,1,0,0,0.5106
927,26,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
928,27,Good Hotel to stay,Hotel V Hotel Lavender - SG Clean,8,0.492,0,0.508,0.4404
929,28,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
930,29,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
931,30,Wonderful,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.5719
932,31,Wonderful,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.5719
933,32,Fair,Hotel V Hotel Lavender - SG Clean,5,1,0,0,0.3182
934,33,Fair,Hotel V Hotel Lavender - SG Clean,5,1,0,0,0.3182
935,34,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
936,35,Fair,Hotel V Hotel Lavender - SG Clean,5,1,0,0,0.3182
937,36,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
938,37,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
939,38,good location but unclean,Hotel V Hotel Lavender - SG Clean,8,0.394,0,0.606,0.2382
940,39,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
941,40,Poor,Hotel V Hotel Lavender - SG Clean,3.8,0,1,0,-0.4767
942,41,average,Hotel V Hotel Lavender - SG Clean,6,0,0,1,0
943,42,Fair,Hotel V Hotel Lavender - SG Clean,5,1,0,0,0.3182
944,43,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
945,44,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
946,45,Disappointing,Hotel V Hotel Lavender - SG Clean,4,0,1,0,-0.4939
947,46,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
948,47,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
949,48,Wonderful,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.5719
950,49,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
951,50,Fair,Hotel V Hotel Lavender - SG Clean,5,1,0,0,0.3182
952,51,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
953,52,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
954,53,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
955,54,nice hotel with superb customer service!,Hotel V Hotel Lavender - SG Clean,10,0.643,0,0.357,0.8016
956,55,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
957,56,Fair,Hotel V Hotel Lavender - SG Clean,5,1,0,0,0.3182
958,57,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
959,58,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
960,59,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
961,60,"bathroom too small, bed too soft no support",Hotel V Hotel Lavender - SG Clean,5,0.248,0.202,0.55,0.128
962,61,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
963,62,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
964,63,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
965,64,"Small bathroom, bad hairdryer.",Hotel V Hotel Lavender - SG Clean,7,0,0.538,0.462,-0.5423
966,65,Pleasant,Hotel V Hotel Lavender - SG Clean,6,1,0,0,0.5106
967,66,Good location but not family oriented,Hotel V Hotel Lavender - SG Clean,5,0.281,0,0.719,0.2382
968,67,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
969,68,Fair,Hotel V Hotel Lavender - SG Clean,5,1,0,0,0.3182
970,69,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
971,70,"convenient, comfortable, good staff, great location",Hotel V Hotel Lavender - SG Clean,10,0.774,0,0.226,0.8834
972,71,Wonderful,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.5719
973,72,Wonderful,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.5719
974,73,"comfortable and pleasant, convenient location",Hotel V Hotel Lavender - SG Clean,9,0.688,0,0.312,0.765
975,74,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
976,75,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
977,76,Fair,Hotel V Hotel Lavender - SG Clean,5,1,0,0,0.3182
978,77,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
979,78,satisfied,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.4215
980,79,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
981,80,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
982,81,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
983,82,Wonderful,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.5719
984,83,Wonderful,Hotel V Hotel Lavender - SG Clean,9,1,0,0,0.5719
985,84,Pleasant,Hotel V Hotel Lavender - SG Clean,6,1,0,0,0.5106
986,85,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
987,86,Pleasant,Hotel V Hotel Lavender - SG Clean,6,1,0,0,0.5106
988,87,Fair,Hotel V Hotel Lavender - SG Clean,5,1,0,0,0.3182
989,88,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
990,89,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
991,90,Worth for a short stay.,Hotel V Hotel Lavender - SG Clean,8,0.388,0,0.612,0.2263
992,91,Poor,Hotel V Hotel Lavender - SG Clean,3,0,1,0,-0.4767
993,92,"if the smoke issue is handled well , my stay would be perfect. as my wife is very sensitive to smoke and dust.",Hotel V Hotel Lavender - SG Clean,8,0.225,0,0.775,0.7003
994,93,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
995,94,Very Good,Hotel V Hotel Lavender - SG Clean,8,0.762,0,0.238,0.4927
996,95,Decent,Hotel V Hotel Lavender - SG Clean,7,0,0,1,0
997,96,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
998,97,Exceptional,Hotel V Hotel Lavender - SG Clean,10,0,0,1,0
999,98,Good,Hotel V Hotel Lavender - SG Clean,7,1,0,0,0.4404
1000,99,Pleasant,Hotel V Hotel Lavender - SG Clean,6,1,0,0,0.5106
1001,0,It was good,Hotel Strand Hotel (SG Clean),8,0.592,0,0.408,0.4404
1002,1,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1003,2,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1004,3,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1005,4,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1006,5,It very convenient and value for money,Hotel Strand Hotel (SG Clean),8,0.307,0,0.693,0.3947
1007,6,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1008,7,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1009,8,New Explorer,Hotel Strand Hotel (SG Clean),8,0,0,1,0
1010,9,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1011,10,Fair,Hotel Strand Hotel (SG Clean),5,1,0,0,0.3182
1012,11,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1013,12,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1014,13,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1015,14,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1016,15,Awesome,Hotel Strand Hotel (SG Clean),9,1,0,0,0.6249
1017,16,Spacious Room,Hotel Strand Hotel (SG Clean),6,0,0,1,0
1018,17,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1019,18,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1020,19,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1021,20,Excellent location,Hotel Strand Hotel (SG Clean),6,0.787,0,0.213,0.5719
1022,21,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1023,22,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1024,23,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1025,24,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1026,25,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1027,26,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1028,27,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1029,28,It was a nightmare,Hotel Strand Hotel (SG Clean),3,0,0,1,0
1030,29,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1031,30,overall good stay,Hotel Strand Hotel (SG Clean),8,0.592,0,0.408,0.4404
1032,31,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1033,32,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1034,33,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1035,34,Work From Hotel👌🏻,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1036,35,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1037,36,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1038,37,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1039,38,Pleasant,Hotel Strand Hotel (SG Clean),6,1,0,0,0.5106
1040,39,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1041,40,Pleasant,Hotel Strand Hotel (SG Clean),6,1,0,0,0.5106
1042,41,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1043,42,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1044,43,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1045,44,Bad,Hotel Strand Hotel (SG Clean),1,0,1,0,-0.5423
1046,45,I paid extra to sleep there.,Hotel Strand Hotel (SG Clean),2,0,0,1,0
1047,46,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1048,47,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1049,48,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1050,49,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1051,50,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1052,51,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1053,52,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1054,53,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1055,54,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1056,55,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1057,56,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1058,57,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1059,58,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1060,59,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1061,60,Happy 😊,Hotel Strand Hotel (SG Clean),10,1,0,0,0.5719
1062,61,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1063,62,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1064,63,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1065,64,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1066,65,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1067,66,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1068,67,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1069,68,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1070,69,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1071,70,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1072,71,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1073,72,Bathroom need some privacy...no need glass window,Hotel Strand Hotel (SG Clean),9,0,0,1,0
1074,73,"We memorable stay, and will continue with the booking if the price is right.",Hotel Strand Hotel (SG Clean),10,0,0,1,0
1075,74,Pleasant,Hotel Strand Hotel (SG Clean),6,1,0,0,0.5106
1076,75,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1077,76,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1078,77,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1079,78,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1080,79,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1081,80,Pleasant stay,Hotel Strand Hotel (SG Clean),8,0.767,0,0.233,0.5106
1082,81,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1083,82,Good place,Hotel Strand Hotel (SG Clean),10,0.744,0,0.256,0.4404
1084,83,Pleasant,Hotel Strand Hotel (SG Clean),6,1,0,0,0.5106
1085,84,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1086,85,Fair,Hotel Strand Hotel (SG Clean),5,1,0,0,0.3182
1087,86,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1088,87,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1089,88,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1090,89,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1091,90,Pleasant,Hotel Strand Hotel (SG Clean),6,1,0,0,0.5106
1092,91,Pleasant,Hotel Strand Hotel (SG Clean),6,1,0,0,0.5106
1093,92,Great place to stay,Hotel Strand Hotel (SG Clean),8,0.577,0,0.423,0.6249
1094,93,Good,Hotel Strand Hotel (SG Clean),7,1,0,0,0.4404
1095,94,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1096,95,Very Good,Hotel Strand Hotel (SG Clean),8,0.762,0,0.238,0.4927
1097,96,No much to say as I only stayed for less then 12 hrs,Hotel Strand Hotel (SG Clean),4,0,0.167,0.833,-0.296
1098,97,very nice service & and they allow us to check out 12.30pm instead of 12pm 😊,Hotel Strand Hotel (SG Clean),10,0.294,0,0.706,0.6115
1099,98,Exceptional,Hotel Strand Hotel (SG Clean),10,0,0,1,0
1100,99,Wonderful,Hotel Strand Hotel (SG Clean),9,1,0,0,0.5719
1101,0,Very enjoyable.,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1102,1,"lovely family stay, good location",Condo Hotel Treetops Executive Residences (SG Clean),10,0.691,0,0.309,0.7717
1103,2,TV program was not preferable.,Condo Hotel Treetops Executive Residences (SG Clean),5,0,0,1,0
1104,3,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1105,4,"Friendly, helpful service and convenient, stylish accomodation.",Condo Hotel Treetops Executive Residences (SG Clean),10,0.545,0,0.455,0.7184
1106,5,Thoroughly enjoyable,Condo Hotel Treetops Executive Residences (SG Clean),9,0.762,0,0.238,0.4927
1107,6,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1108,7,It felt like a home away from home. Would definitely come back/recommend,Condo Hotel Treetops Executive Residences (SG Clean),10,0.366,0,0.634,0.6369
1109,8,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1110,9,Great place - Feels secluded but in the heart of Orchard.,Condo Hotel Treetops Executive Residences (SG Clean),8,0.221,0,0.779,0.3716
1111,10,Bad,Condo Hotel Treetops Executive Residences (SG Clean),1,0,1,0,-0.5423
1112,11,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1113,12,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1114,13,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1115,14,would come back,Condo Hotel Treetops Executive Residences (SG Clean),8,0,0,1,0
1116,15,had a great time will be back,Condo Hotel Treetops Executive Residences (SG Clean),10,0.451,0,0.549,0.6249
1117,16,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1118,17,"It's a pleasant stay, love the swimming pool.",Condo Hotel Treetops Executive Residences (SG Clean),8,0.6,0,0.4,0.8176
1119,18,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1120,19,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1121,20,Absolutely lovely - we loved the place and plan to come back.,Condo Hotel Treetops Executive Residences (SG Clean),10,0.478,0,0.522,0.8503
1122,21,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1123,22,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1124,23,cosy apartment .well maintained . nice pool near orchard road,Condo Hotel Treetops Executive Residences (SG Clean),9,0.412,0,0.588,0.5994
1125,24,Good,Condo Hotel Treetops Executive Residences (SG Clean),7,1,0,0,0.4404
1126,25,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1127,26,Good,Condo Hotel Treetops Executive Residences (SG Clean),7,1,0,0,0.4404
1128,27,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1129,28,A wonderful getaway from home & would love to visit again.,Condo Hotel Treetops Executive Residences (SG Clean),9,0.53,0,0.47,0.836
1130,29,Relaxing apartment. The pool was beautiful with jacuzzis set in a well laid out tropical garden.,Condo Hotel Treetops Executive Residences (SG Clean),10,0.434,0,0.566,0.8481
1131,30,Comfortable but fell short on quality expected,Condo Hotel Treetops Executive Residences (SG Clean),6,0.264,0,0.736,0.2846
1132,31,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1133,32,Good,Condo Hotel Treetops Executive Residences (SG Clean),7,1,0,0,0.4404
1134,33,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1135,34,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1136,35,Wish we could have stayed longer!,Condo Hotel Treetops Executive Residences (SG Clean),9,0.374,0,0.626,0.4574
1137,36,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1138,37,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1139,38,Home away from home,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1140,39,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1141,40,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1142,41,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1143,42,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1144,43,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
